type_encoded,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,power_w,temp_diff_k,overstrain_value,hdf_risk,pwf_risk,osf_risk,tool_wear_ratio,risk_score,actual,predicted,failure_prob
-2.4506645,-1.3065499,-1.982198,-1.4171834,-1.2762412,-2.5857863,-1.0927496,-4.2296433,-0.013588934,-0.14735556,-0.518001,-0.06181196,-0.47289035,-3.4952016,0,0,3.046884e-07
-0.25063005,-0.03640286,-0.61857885,-0.4783173,-1.4665815,-3.1388023,-1.1529227,-0.40380743,-1.206691,-0.1505362,-0.5665762,-0.0634375,-0.87688065,-3.1638944,0,0,0.0005374336
-1.0673294,-1.0963778,-3.2120967,-0.4138223,-0.38510567,-2.842065,-1.4833887,-1.4857358,-1.3931261,-0.092081495,-0.7382454,-0.15563019,-0.7149512,-3.5782118,0,0,3.3308525e-06
-2.0563245,-1.1351315,-1.4472997,0.1014083,-1.3605393,-3.4913547,-1.737603,-1.2741222,-0.43468317,-0.14776994,-0.50766504,-0.0634375,-0.43437356,-3.290561,0,0,1.3222621e-05
-0.6201997,-0.5229474,-1.1517881,1.5774862,0.010810165,-1.3715185,-1.9601338,-1.9874334,-0.762555,-0.45179778,-1.1160753,-0.6468769,-0.4063863,-3.9146233,0,0,0.000689982
-1.0637462,-1.6422478,-3.5337296,0.08337682,-0.32983872,-1.612566,-2.004643,-1.4265357,-1.210519,-0.22553469,-0.8723334,-0.31800902,-0.49320602,-3.3250322,0,0,6.598426e-06
-1.1612825,-1.1255193,-2.503845,-1.7037135,-0.757091,-1.8208427,-0.7998687,-1.1427186,-2.1631236,-0.14574236,-0.49290767,-0.049239073,-0.2769058,-3.3430917,0,0,1.075628e-05
-0.7478107,-1.0524309,-2.1043665,-1.8937181,-0.71268564,-3.707307,-1.1837293,-3.4795518,-1.4367348,-0.14747214,-0.5914667,-0.052032217,-0.6414536,-3.4041662,0,0,2.7429792e-07
-0.67238826,-0.64281565,-0.8394127,-0.7190765,-0.92144084,-3.1423855,-0.08654219,-3.3611097,-1.5359504,-0.1462041,-0.5214521,-0.06181196,-0.6716768,-3.4214394,0,0,2.259383e-05
-0.84970415,-0.10870721,-1.5191517,-1.6238834,-0.05628321,-2.91774,-1.1633363,-1.2662706,-0.9421135,-0.1505362,-0.5807231,-0.0634375,-0.64274585,-3.1029844,0,0,0.00013079774
-0.86945164,-0.62875634,-0.97310156,-0.998256,-1.4217515,-2.7701292,-0.73831874,-1.0391464,-1.1761626,-0.1462041,-0.50163424,-0.06181196,-0.6205969,-3.1773918,0,0,0.00011427092
-0.9030866,-2.0580637,-1.2266202,-2.2405856,-0.42534396,-2.351968,-2.5029294,0.07713278,-2.1370685,-0.14689383,-0.49026483,-0.049239073,-0.5438524,-3.0191257,0,0,6.3184298e-06
-1.197314,-1.8256803,-0.44504222,-1.4235992,-0.20862149,-3.2301981,-1.8652897,-1.3715819,-1.4207917,-0.15373322,-0.59119666,-0.061344024,-0.50591356,-3.4059558,0,0,8.628897e-06
-0.790332,-0.634976,-0.3995006,-1.1489009,-1.7479165,-3.8171399,-1.9957739,-0.8390044,-1.1115717,-0.30404702,-0.38607937,-0.099705674,-0.93415314,-3.327584,0,0,1.0223734e-05
-0.43358493,-0.99813384,-2.5864074,-2.1124635,-1.4676231,-2.7658195,-0.50735277,-1.0397793,-2.1288867,-0.14689383,-0.5477935,-0.049239073,-0.424653,-3.2485132,0,0,4.072427e-06
-0.017343188,-1.0970985,-0.19086093,0.09322429,-1.1488914,-3.4529784,0.24596022,-2.0541358,-0.69544005,-0.14727147,-0.5051179,-0.0634375,-0.37018374,-2.9790375,0,0,0.001766971
-0.82143253,-1.551144,-0.9803159,-1.6634684,-1.47014,-2.802524,-1.6318146,-1.0202109,-1.1756742,-0.14727147,-0.5009799,-0.0634375,-0.47789624,-3.2634315,0,0,9.8913415e-06
-0.3078442,-0.9810638,-0.4781857,0.028249074,0.9850997,0.35663757,-0.7236608,-0.7825618,-0.31157285,-0.07618667,-0.24471484,0.54713595,0.18786761,8.730723,1,1,0.99999774
-0.77609074,0.10503435,-0.3580983,0.01571516,0.96338415,-1.4993873,-0.37392175,-0.7565064,-0.6042329,0.50838745,-0.29905134,-0.11637237,-0.09031011,8.374781,1,1,0.99998546
-0.74178505,-1.4068856,-1.7773942,-2.5670319,0.23432234,-3.7376273,-0.7760148,-0.43384695,-0.7339147,-0.14798416,-0.6012949,-0.062143512,-0.6086868,-3.4652793,0,0,2.0817983e-05
-1.0877463,-1.4917501,-0.63147634,-2.3147383,-0.13251372,-3.3239787,-1.0637805,-0.5680153,-1.6027297,-0.15373322,-0.578629,-0.0614949,-0.6012644,-3.0741112,0,0,2.393663e-05
-2.4019263,-1.5294427,-1.1267115,-1.662324,-2.082246,-2.9233565,-1.447037,-1.1504323,-0.7456474,-0.153815,-0.56910443,-0.0634375,-0.5699376,-3.1011977,0,0,1.3976436e-06
-1.4639761,-1.8482089,-1.1149725,-3.463136,-1.3772383,-3.4363587,-2.6962578,-4.2547517,-0.21694244,-0.14735556,-0.52604836,-0.06181196,-0.42395338,-3.5494936,0,0,8.923255e-09
-0.7549732,-0.27791262,-0.8042688,0.30098188,1.1199152,-2.613254,-1.3176898,-1.5514982,-1.3860056,-0.1455511,-0.48436406,-0.06282933,-0.63448197,-3.0626793,0,0,0.003580296
-1.5038087,-1.8419601,-2.2603612,-2.518811,0.16033858,-2.4946818,-1.1283467,-0.5097499,-0.90591717,-0.15373322,-0.4879906,-0.061344024,-0.44620383,-2.9094117,0,0,1.6434687e-05
-0.97112715,-0.74503326,-2.2722495,-2.9290965,0.039905738,-4.5807056,-0.69189286,-0.98988014,-1.4928281,-0.14798416,-0.5887678,-0.0634375,-0.7856837,-3.3164742,0,0,1.3856037e-06
-1.0648186,-1.725724,-2.8558872,-0.04916939,-0.07156973,-2.4331207,-1.4453168,-0.9511759,-0.31920934,-0.21088505,-0.88605607,-0.3032755,-0.6912698,-3.710079,0,0,2.3192386e-05
-0.5163817,-1.7937707,-0.2926396,-2.1922584,-1.4658034,-3.6161406,-0.8621845,0.123270884,-1.3493086,-0.14689383,-0.5477935,-0.049239073,-0.682757,-2.8223662,0,0,3.8362556e-05
-1.4289094,-1.304983,-1.271258,-2.4395585,-1.2879838,-4.0493345,-0.7264281,-1.5522524,-0.9394478,-0.14913563,-0.5827983,-0.0634375,-0.7253955,-3.2726905,0,0,1.0701331e-06
-1.2653407,-1.0547675,-2.7975588,-2.210418,-0.59702027,-2.417984,-0.15483858,-1.7494974,-1.5203246,-0.14574236,-0.48700038,-0.049239073,-0.18477236,-3.29082,0,0,6.9313637e-06
-0.52638465,-0.8925102,-0.95930296,-1.8429407,-0.4699659,-1.9620602,-0.45617068,-1.7679561,0.17734076,-0.15266354,-0.5012382,-0.0634375,-0.23843426,-2.8667753,0,0,0.0015366531
-0.67997545,-0.58725196,-2.6659212,-0.2181051,0.42413163,-1.8726634,-2.184963,-2.694213,-1.2952391,-0.30867442,-0.2923021,-0.08375159,-0.2764483,-3.3288414,0,0,4.4573273e-05
-0.52897036,-1.1510036,-1.4124068,-1.6888262,-0.63085216,-2.5822616,-3.0987957,-0.8757156,-0.5342458,-0.1380415,-0.4584413,-0.049239073,-0.4216217,-2.9390368,0,0,2.8557102e-05
-0.8981027,-0.41204995,-1.9158329,-0.203099,0.32112548,2.9483218,-0.69008654,-2.756258,0.41180107,-0.07868451,-0.23990846,-0.069617346,0.85119766,-2.5565681,0,1,0.68094623
-1.0994258,-1.4055349,-0.984303,-1.2989563,0.0640652,-1.89446,-1.6052548,-0.28798264,-1.7587315,-0.4524278,-0.55500144,-0.15395388,-0.2271018,-3.0237746,0,0,0.00017739482
-1.0275637,-0.9483609,-2.1726115,-1.571537,-1.0266416,-2.8089278,-0.2564997,-0.6856495,-0.3760679,-0.1505362,-0.49240658,-0.0634375,-0.18968889,-2.9857416,0,0,0.00016493721
-1.0096132,-0.8622757,-1.6046873,-0.313071,-1.2265021,-3.0850956,-0.7567963,-1.3858922,-1.1467797,-0.1462041,-0.49358693,-0.06181196,-0.3652442,-3.2101548,0,0,6.626229e-05
-1.191963,-1.12944,-1.7751702,-0.009654668,0.30548123,-2.3094344,-1.4063097,-1.1610032,-1.119101,-0.32180727,-1.0533766,-0.46325228,-0.7630121,-3.7439737,0,0,4.1237323e-05
0.07682269,-0.6993312,-2.0437033,-0.27734575,0.057721414,-2.9536026,-1.6708347,-0.83252317,-0.6254416,-0.09481365,-0.7001288,-0.13660786,-0.5502336,-3.571073,0,0,0.0003437662
-2.2183418,-1.2109026,-1.3625863,-2.152151,-1.2356209,-2.4481325,-1.9884224,-4.1990356,-0.6767756,-0.14735556,-0.52607125,-0.06181196,-0.5298653,-3.5477126,0,0,8.686628e-08
-1.3089688,-1.4725333,-1.2702485,-1.6125668,-1.6486968,-3.340496,-1.2470855,-0.1345424,-1.7996168,-0.14603236,-0.56909835,-0.061344024,-0.66977066,-2.8984444,0,0,5.3759563e-06
-0.54159886,-2.6013973,-0.050304234,-2.0636406,-0.15475558,1.8417774,-0.6744475,-2.9983034,-0.22317205,-0.39891493,-0.3436134,-0.2454514,0.2192097,-2.7928624,0,0,0.006816403
-0.7583824,-1.4430757,0.48070762,-1.1390065,0.42260343,-1.7784003,-1.1132534,-0.41962984,-1.7856297,-0.09722503,-0.6062911,-0.11116565,-0.08534298,-3.1402864,0,0,0.003956273
0.5204998,-1.2873299,-1.8778614,0.09239339,-0.060106553,2.617874,-1.2057786,-2.1063175,-0.81336075,-0.0941179,-0.23996787,-0.07625194,0.72116977,-1.6832668,0,1,0.6349399
-1.4266453,-1.4029443,-3.3877177,-2.4858823,-0.10469203,-3.3443785,-1.1108125,-3.132915,-1.5121281,-0.14739035,-0.5899138,-0.052032217,-0.5054247,-3.4972239,0,0,5.8501303e-08
-1.2428656,-0.0073866034,-0.336409,-1.0671456,-1.6280236,-2.2447104,-1.2655454,-0.79378766,-1.5254383,-0.14574236,-0.48032567,-0.049239073,-0.27799693,-2.9725418,0,0,0.00033828936
-0.5320453,-1.2070429,-1.6555256,-2.522288,-0.47937667,-3.0723746,-1.6139143,-1.8555026,-0.36896804,-0.14727147,-0.49405897,-0.0634375,-0.19372195,-3.3120744,0,0,1.0420666e-05
-0.8106187,-0.9552703,-0.9211691,-0.7539162,-1.5837128,-4.3264775,-0.61117035,-2.747809,-0.51229286,-0.1462041,-0.5947708,-0.06181196,-1.0514069,-3.4959478,0,0,3.6284862e-06
-0.93129957,-1.302264,-1.3840513,-2.2193587,-1.8703729,-3.013999,-1.7729751,-0.40000686,-1.0495828,-0.14477295,-0.51249385,-0.06264456,-0.21474414,-2.724982,0,0,9.562338e-06
-1.4371648,-0.97843885,-0.1772154,-1.736685,1.0966815,-3.1628602,-1.2427471,-0.42502275,-1.533547,-0.675746,-0.36358368,-0.1543344,-0.59531385,-3.232999,0,0,0.00018909076
-0.6978797,-0.91361684,-2.2653515,-1.3775625,0.71028566,-1.2122772,-1.1087115,-2.7847571,-1.3690598,-0.019655917,1.2634094,-0.018190432,-0.19590026,9.178495,1,1,0.9947019
-0.67611605,-1.2323492,-2.4621394,0.06000075,0.106858805,-1.9478862,-1.3948269,-0.24540447,-0.2161622,-0.48082125,-1.0410979,-0.5764336,-0.65163076,-3.732451,0,0,0.0002150195
-1.4214392,-1.6523584,-0.6327162,-1.0987048,-2.2322986,-2.8187256,-3.325287,1.0937334,-0.94018817,-0.15341547,-0.51298803,-0.062361397,-0.37180242,-2.8280056,0,0,1.8261853e-05
-2.76568,-1.5361735,-1.2982558,-0.9190137,-1.7427921,-2.895006,-0.75043213,-1.652205,0.021096984,-0.153815,-0.55760074,-0.0614949,-0.33206087,-2.921092,0,0,9.942999e-06
-0.49078375,-0.47145036,-2.060902,0.25418282,-0.38342056,2.3455482,-0.564215,-0.50925905,-0.07894599,-0.09737034,-0.26801705,-0.075459,0.66606295,-1.8300472,0,1,0.9228566
-0.90041137,-1.9833678,-0.91232085,-1.7272764,-1.6096371,-3.0865114,-0.63388586,-2.3833117,-1.4963555,-0.14574236,-0.5783455,-0.049239073,-0.64497924,-3.1380334,0,0,1.771764e-06
-1.476389,-1.1028421,-2.1500602,-0.19140682,0.031313382,-3.1404662,-1.564294,-1.3138478,-1.0247146,-0.6586,-0.5262591,-0.27142993,-0.4669732,-3.5997062,0,0,1.1086303e-05
-0.6738748,0.1256334,-0.8256599,-0.8446809,-1.1664343,-3.6488373,-0.58971363,-1.3197426,-1.2812907,-0.14419332,-0.5484197,-0.052032217,-0.8632361,-3.0393023,0,0,0.00014685861
-1.3322157,-1.9589907,-0.52338874,-1.4345651,-2.087693,-2.7210567,-1.1187525,-0.47970927,-1.5200243,-0.14888887,-0.5529592,-0.05204811,-0.4523772,-2.8761842,0,0,1.3497768e-05
-0.46095425,-1.4444466,-2.4101639,-1.4697291,-0.31128132,-3.2215436,-0.42599624,-0.95887685,-1.9603521,-0.14689383,-0.55605817,-0.049239073,-0.50147146,-3.3974946,0,0,1.2767162e-05
-1.2661017,-1.3727306,-2.6309104,-1.4669428,0.4942022,-2.498409,-1.4608601,-3.5451713,-1.6671447,-0.6917012,-0.3938104,-0.16969287,-0.6809817,-3.1630824,0,0,5.2103394e-07
-0.747132,-0.9364514,-2.4867694,-1.9018989,-1.4572829,-3.4877615,-2.418588,-0.8183155,-1.226017,-0.1505362,-0.5700481,-0.0634375,-0.7266399,-2.9424493,0,0,9.305906e-07
-0.85017025,-1.0518545,-3.132053,-0.7624733,-0.4001553,-3.41634,-1.3804578,-0.8575857,-1.0148183,-0.14848264,-0.53378105,-0.0634375,-0.70764965,-2.9322195,0,0,1.3597756e-05
-1.8964854,-1.6157875,-1.7072895,-2.344242,-1.9945849,-4.185091,-1.061006,-2.002932,-1.2714521,-0.14735556,-0.58574617,-0.06181196,-0.68609726,-3.2537904,0,0,5.2220837e-08
-0.747485,-1.292315,-2.1953769,-0.58327097,-1.7463107,-3.2166703,-2.2421556,-0.35375428,-0.56906915,-0.14798416,-0.5000343,-0.0634375,-0.58567315,-3.217654,0,0,1.1025425e-05
-0.720423,-1.1516416,-2.2593155,-1.5551817,-1.6121117,-2.4882128,-3.5745387,-0.41052336,-0.7877263,-0.15168765,-0.47939423,-0.064454876,-0.31429052,-2.772291,0,0,4.5703873e-06
-0.5239284,-1.9760423,-0.20872506,-0.68781155,-1.3677433,-3.355501,-2.1123865,-0.4253207,0.14116761,-0.15339817,-0.5764734,-0.06251228,-0.36272857,-2.8377957,0,0,0.00021102768
-0.83737373,-2.0064273,-4.303936,-1.3585187,-1.8787478,2.5043552,-0.11139699,-1.5339448,-1.0200651,-0.1732366,-0.25798297,-0.08540791,0.11179358,-2.0057833,0,0,0.0009959827
-1.4864647,-0.12511373,-1.3758254,-0.6136495,-0.1799001,-3.1256747,-1.6321516,-1.3784851,-1.3430158,-0.15168765,-0.49528307,-0.0634375,-0.44514877,-3.0729964,0,0,7.9240366e-05
-0.8101429,-1.4988829,-0.35759893,-1.0194315,-1.4168497,-3.635336,-0.7379084,-0.376841,-0.86148804,-0.14692797,-0.5014183,-0.057076216,-0.37446362,-3.0664093,0,0,0.00014848381
-0.9035608,-0.25354767,-3.3639495,-1.4261895,-1.3344332,-2.2668774,-1.8254908,-1.3731076,-0.46181035,-0.14574236,-0.48800144,-0.049239073,-0.35458514,-3.2663274,0,0,1.0470144e-05
-2.6643689,-0.96647346,-0.7680283,-1.7977018,-1.5806866,-3.7810366,-1.0193872,-0.5218767,-0.93509203,-0.15168765,-0.55510074,-0.0634375,-0.78055954,-2.9926674,0,0,3.6085023e-06
-0.039939627,-1.0988923,-2.2866473,-0.25634125,-0.15145792,-1.9790729,-2.228105,-0.8351552,-0.18377185,-0.10761997,-0.6211857,-0.13003442,-0.37952736,-3.4125934,0,0,0.00046899304
-1.7442628,-1.1141497,-1.2055137,-2.342189,-1.3377192,-2.9161012,-0.3526395,-4.6068783,-1.3165725,-0.14735556,-0.5214974,-0.06181196,-0.36253718,-3.483677,0,0,1.917622e-07
-1.0496444,-1.0027701,-2.2422054,-2.0194864,0.37225854,-2.2496927,0.064171955,-1.3400167,-1.5515903,-0.1462041,-0.39984325,-0.06181196,-0.117677376,-3.1765387,1,0,0.00013979981
-1.476183,0.421626,0.2560656,-1.3021942,0.009627473,-2.3788636,-1.1028557,-0.49120316,-0.8921325,-0.0931157,-0.67788434,-0.10499107,-0.37031955,-3.2817335,0,0,0.0043281782
-0.79337615,-0.46042427,-1.2507279,-0.31205025,-1.2793928,-4.704134,-1.7204876,-1.0714182,-1.5857571,-0.14691679,-0.5940251,-0.06181196,-0.86808026,-3.387649,0,0,5.0791186e-06
1.2309487,-1.497376,-0.67101085,-2.8152287,-0.3726162,-2.7707577,-1.2315526,-1.132487,-0.3344172,-0.14798416,-0.50235057,-0.062143512,-0.1419917,-3.1068125,0,0,0.00054734206
-0.70501333,-2.0948036,-0.7290444,-1.5215869,-1.3776505,-2.0659914,-0.11207364,-4.1557555,-1.0843446,-0.1462041,-0.40860155,-0.06181196,-0.2999536,-3.2392836,0,0,6.4190504e-06
-0.8260526,-0.7431654,-3.2530549,-1.2027453,-1.0174012,-3.700415,-0.41500264,-2.9919784,-1.328596,-0.14632067,-0.59697413,-0.052032217,-0.7386221,-3.6013865,0,0,4.712562e-07
-0.88367474,-1.0852859,-0.7494123,-0.188062,-1.1754843,-1.7197577,-0.72433454,0.18510805,-1.2789539,0.7940618,-0.20686747,-0.05608703,-0.39257404,8.449391,1,1,0.99910164
