air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,power_w,temp_diff_k,overstrain_value,hdf_risk,pwf_risk,osf_risk,tool_wear_ratio,risk_score,type_encoded,machine_failure
298.8,309.2,1452,48.6,98,7389.7799034800555,10.399999999999977,4762.8,0,0,0,0.4083333333333333,0,2,0
298.9,309.2,1581,36.7,101,6076.122935381484,10.300000000000011,3706.7000000000003,0,0,0,0.42083333333333334,0,2,0
298.8,309.1,1439,39.2,104,5907.115722593864,10.300000000000011,4076.8,0,0,0,0.43333333333333335,0,1,0
298.9,309.2,1379,50.7,106,7321.51309511755,10.300000000000011,5374.200000000001,0,0,0,0.44166666666666665,0,0,0
298.8,309.1,1350,52.5,111,7422.0126441058865,10.300000000000011,5827.5,0,0,0,0.4625,0,1,0
298.8,309.1,1362,45.4,113,6475.325113873137,10.300000000000011,5130.2,0,0,0,0.4708333333333333,0,1,0
298.8,309.1,1368,50.8,115,7277.436550187683,10.300000000000011,5842.0,0,0,0,0.4791666666666667,0,1,0
298.8,309.1,1368,49.1,117,7033.900287681403,10.300000000000011,5744.7,0,0,0,0.4875,0,2,0
298.8,309.2,1372,48.5,120,6968.261945172401,10.399999999999977,5820.0,0,0,0,0.5,0,0,0
298.8,309.1,1472,47.5,125,7322.00527796661,10.300000000000011,5937.5,0,0,0,0.5208333333333334,0,2,0
298.8,309.1,1489,49.1,128,7656.050824822813,10.300000000000011,6284.8,0,0,0,0.5333333333333333,0,1,0
298.7,309.0,1843,25.8,130,4979.36152408675,10.300000000000011,3354.0,0,0,0,0.5416666666666666,0,2,0
298.8,309.1,1418,46.3,133,6875.207970773071,10.300000000000011,6157.9,0,0,0,0.5541666666666667,0,1,0
298.8,309.2,1425,53.9,135,8043.2625913532665,10.399999999999977,7276.5,0,0,0,0.5625,0,0,0
298.9,309.2,1412,44.1,140,6520.815375497119,10.300000000000011,6174.0,0,0,0,0.5833333333333334,0,2,0
298.9,309.1,2861,4.6,143,1378.1748092277942,10.200000000000045,657.8,0,1,0,0.5958333333333333,1,1,1
298.9,309.1,1383,54.9,145,7951.025431043872,10.200000000000045,7960.5,0,0,0,0.6041666666666666,0,1,0
298.8,309.0,1497,43.8,147,6866.327735538923,10.199999999999989,6438.599999999999,0,0,0,0.6125,0,0,0
298.7,309.0,1565,35.1,152,5752.41322835559,10.300000000000011,5335.2,0,0,0,0.6333333333333333,0,1,0
298.7,309.0,1691,30.1,154,5330.141287811076,10.300000000000011,4635.400000000001,0,0,0,0.6416666666666667,0,1,0
298.8,309.1,1512,40.7,156,6444.286178455672,10.300000000000011,6349.200000000001,0,0,0,0.65,0,1,0
298.8,309.1,1477,42.4,158,6558.053720417668,10.300000000000011,6699.2,0,0,0,0.6583333333333333,0,1,0
298.8,309.1,1513,40.3,160,6385.171876690622,10.300000000000011,6448.0,0,0,0,0.6666666666666666,0,1,0
298.8,309.0,1661,29.5,162,5131.215640985769,10.199999999999989,4779.0,0,0,0,0.675,0,2,0
298.8,309.1,1378,54.4,165,7850.127946986078,10.300000000000011,8976.0,0,0,0,0.6875,0,1,0
298.8,309.1,1393,52.6,167,7673.004953176688,10.300000000000011,8784.2,0,0,0,0.6958333333333333,0,1,0
298.8,309.0,1592,38.2,169,6368.469075749038,10.199999999999989,6455.8,0,0,0,0.7041666666666667,0,2,0
298.8,309.0,1829,22.9,172,4386.092695407342,10.199999999999989,3938.7999999999997,0,0,0,0.7166666666666667,0,1,0
298.9,309.0,1812,25.9,174,4914.581883569729,10.100000000000023,4506.599999999999,0,0,0,0.725,0,2,0
299.0,309.1,1523,38.6,177,6156.244020023535,10.100000000000023,6832.2,0,0,0,0.7375,0,1,0
299.0,309.1,1394,45.1,179,6583.668172519938,10.100000000000023,8072.900000000001,0,0,0,0.7458333333333333,0,1,0
298.9,308.9,1679,28.7,181,5046.162255877581,10.0,5194.7,0,0,0,0.7541666666666667,0,2,0
298.8,308.9,1466,44.1,184,6770.195000339076,10.099999999999966,8114.400000000001,0,0,0,0.7666666666666667,0,0,0
298.8,308.9,1527,32.4,189,5180.988940594142,10.099999999999966,6123.599999999999,0,0,0,0.7875,0,1,0
298.9,309.0,1410,65.7,191,9700.923955019924,10.100000000000023,12548.7,0,1,1,0.7958333333333333,2,1,1
298.9,309.0,1924,22.6,193,4553.4662800150945,10.100000000000023,4361.8,0,0,0,0.8041666666666667,0,2,0
298.9,309.1,1452,45.5,196,6918.415341735443,10.200000000000045,8918.0,0,0,0,0.8166666666666667,0,1,0
298.9,309.1,1369,44.4,198,6365.243707291352,10.200000000000045,8791.199999999999,0,0,0,0.825,0,1,0
299.0,309.1,1592,35.0,200,5834.984755267443,10.100000000000023,7000.0,0,0,0,0.8333333333333334,0,1,0
298.9,309.0,1601,32.3,202,5415.299392674381,10.100000000000023,6524.599999999999,0,0,0,0.8416666666666667,0,1,0
298.8,308.9,1379,46.7,204,6743.878925877506,10.099999999999966,9526.800000000001,0,0,0,0.85,0,1,0
298.8,308.9,1461,47.9,206,7328.487430808518,10.099999999999966,9867.4,0,0,0,0.8583333333333333,0,1,0
298.8,308.9,1455,41.3,208,6292.767164773035,10.099999999999966,8590.4,0,0,0,0.8666666666666667,0,1,1
298.8,308.9,1398,51.5,0,7539.508209350145,10.099999999999966,0.0,0,0,0,0.0,0,1,0
298.8,308.9,1402,37.9,2,5564.367964087218,10.099999999999966,75.8,0,0,0,0.008333333333333333,0,1,0
298.8,308.8,1445,49.9,4,7550.870302780627,10.0,199.6,0,0,0,0.016666666666666666,0,0,0
298.9,308.9,1450,47.5,9,7212.573133866567,10.0,427.5,0,0,0,0.0375,0,1,0
298.9,308.9,1453,40.8,11,6208.038410905718,10.0,448.79999999999995,0,0,0,0.04583333333333333,0,1,0
299.0,309.0,1469,40.1,13,6168.716142858287,10.0,521.3000000000001,0,0,0,0.05416666666666667,0,1,0
298.9,308.9,1422,47.6,15,7088.187008735435,10.0,714.0,0,0,0,0.0625,0,1,0
299.0,309.0,1804,26.8,17,5062.906944721215,10.0,455.6,0,0,0,0.07083333333333333,0,2,0
299.0,309.0,1436,43.9,20,6601.575250645399,10.0,878.0,0,0,0,0.08333333333333333,0,0,0
299.0,309.0,1544,31.8,25,5141.656200571199,10.0,795.0,0,0,0,0.10416666666666667,0,1,0
299.0,309.0,1419,45.2,27,6716.599429668835,10.0,1220.4,0,0,0,0.1125,0,2,0
298.9,308.9,1487,39.5,30,6150.871896585897,10.0,1185.0,0,0,0,0.125,0,2,0
298.9,308.9,1753,25.8,33,4736.2022526989,10.0,851.4,0,0,0,0.1375,0,1,0
298.9,308.9,1830,24.9,35,4771.765081537536,10.0,871.5,0,0,0,0.14583333333333334,0,1,0
298.9,308.9,1727,27.1,37,4901.062563183781,10.0,1002.7,0,0,0,0.15416666666666667,0,2,0
299.1,309.0,1450,43.0,40,6529.276731710787,9.899999999999977,1720.0,0,0,0,0.16666666666666666,0,1,0
299.0,308.9,1622,31.9,42,5418.388625450411,9.899999999999977,1339.8,0,0,0,0.175,0,1,0
299.0,309.0,1351,52.2,44,7385.06751449967,10.0,2296.8,0,0,0,0.18333333333333332,0,2,0
299.0,309.0,1575,35.3,47,5822.156585265284,10.0,1659.1,0,0,0,0.19583333333333333,0,2,0
298.9,308.9,1750,29.9,50,5479.4611866361965,10.0,1495.0,0,0,0,0.20833333333333334,0,2,0
298.9,308.8,1529,32.7,53,5235.809732399286,9.900000000000034,1733.1000000000001,0,0,0,0.22083333333333333,0,1,0
298.8,308.8,1523,44.4,55,7081.275504897538,10.0,2442.0,0,0,0,0.22916666666666666,0,1,0
298.8,308.9,1852,25.0,57,4848.524662040247,10.099999999999966,1425.0,0,0,0,0.2375,0,1,0
298.8,308.8,1991,20.7,59,4315.888571575122,10.0,1221.3,0,0,0,0.24583333333333332,0,1,0
298.8,308.8,1555,40.6,61,6611.272299969481,10.0,2476.6,0,0,0,0.25416666666666665,0,1,0
298.8,308.8,1441,40.5,63,6111.497268660904,10.0,2551.5,0,0,0,0.2625,0,2,0
298.8,308.7,1450,43.4,66,6590.01418968019,9.899999999999977,2864.4,0,0,0,0.275,0,1,0
298.8,308.7,1591,31.1,68,5181.543955296277,9.899999999999977,2114.8,0,0,0,0.2833333333333333,0,1,0
298.8,308.7,1445,48.5,70,7339.022238173556,9.899999999999977,3395.0,0,0,0,0.2916666666666667,0,1,0
298.8,308.8,1497,46.8,72,7336.624155781315,10.0,3369.6,0,0,0,0.3,0,2,0
298.9,308.8,1621,32.7,75,5550.848643701271,9.900000000000034,2452.5,0,0,0,0.3125,0,0,0
298.9,308.7,1572,34.1,80,5613.523417140386,9.800000000000011,2728.0,0,0,0,0.3333333333333333,0,1,0
298.8,308.6,1872,22.5,82,4410.79608564007,9.800000000000011,1845.0,0,0,0,0.3416666666666667,0,1,0
298.7,308.6,1499,43.5,84,6828.408712210095,9.900000000000034,3654.0,0,0,0,0.35,0,0,0
298.8,308.7,1498,39.5,89,6196.3726301853885,9.899999999999977,3515.5,0,0,0,0.37083333333333335,0,2,0
298.8,308.6,1486,41.9,92,6520.208000917424,9.800000000000011,3854.7999999999997,0,0,0,0.38333333333333336,0,2,0
298.8,308.6,1680,29.4,95,5172.318144870235,9.800000000000011,2793.0,0,0,0,0.3958333333333333,0,1,0
298.8,308.6,1431,45.7,97,6848.326409633855,9.800000000000011,4432.900000000001,0,0,0,0.4041666666666667,0,1,0
298.9,308.7,1564,34.1,99,5584.955867943743,9.800000000000011,3375.9,0,0,0,0.4125,0,1,0
298.8,308.6,1599,33.0,101,5525.747318399087,9.800000000000011,3333.0,0,0,0,0.42083333333333334,0,1,0
298.8,308.6,1707,28.1,103,5023.0610778981845,9.800000000000011,2894.3,0,0,0,0.42916666666666664,0,2,0
298.7,308.5,1467,40.7,106,6252.491946954015,9.800000000000011,4314.200000000001,0,0,0,0.44166666666666665,0,1,0
298.9,308.7,1433,44.7,108,6707.834386165318,9.800000000000011,4827.6,0,0,0,0.45,0,1,0
298.9,308.7,1558,41.2,110,6721.919193228914,9.800000000000011,4532.0,0,0,0,0.4583333333333333,0,1,0
299.0,308.8,1310,50.7,112,6955.171975782444,9.800000000000011,5678.400000000001,0,0,0,0.4666666666666667,0,1,0
298.9,308.7,1546,43.4,114,7026.318577410739,9.800000000000011,4947.599999999999,0,0,0,0.475,0,1,0
298.9,308.7,1727,29.4,116,5317.019902494581,9.800000000000011,3410.3999999999996,0,0,0,0.48333333333333334,0,1,0
298.9,308.6,1560,32.2,118,5260.28273917075,9.700000000000045,3799.6000000000004,0,0,0,0.49166666666666664,0,1,0
299.0,308.6,1329,60.5,120,8419.939550518684,9.600000000000023,7260.0,0,0,0,0.5,0,1,0
298.9,308.6,1413,46.5,122,6880.559150259685,9.700000000000045,5673.0,0,0,0,0.5083333333333333,0,1,0
299.0,308.6,1587,38.6,124,6414.9437030711415,9.600000000000023,4786.400000000001,0,0,0,0.5166666666666667,0,1,0
298.9,308.5,1559,34.3,126,5599.75276934215,9.600000000000023,4321.799999999999,0,0,0,0.525,0,1,0
298.8,308.4,1473,41.1,128,6339.765390870739,9.599999999999966,5260.8,0,0,0,0.5333333333333333,0,1,0
298.8,308.4,1737,27.7,130,5038.580545606917,9.599999999999966,3601.0,0,0,0,0.5416666666666666,0,1,0
298.7,308.4,1441,43.2,132,6518.930419904966,9.699999999999989,5702.400000000001,0,0,0,0.55,0,2,0
298.7,308.4,1430,49.6,135,7427.5627911272295,9.699999999999989,6696.0,0,0,0,0.5625,0,2,0
298.8,308.4,1369,53.0,138,7598.151272217154,9.599999999999966,7314.0,0,0,0,0.575,0,1,0
298.8,308.5,1711,28.5,140,5106.501778777529,9.699999999999989,3990.0,0,0,0,0.5833333333333334,0,2,0
298.7,308.5,1420,45.7,143,6795.683788735201,9.800000000000011,6535.1,0,0,0,0.5958333333333333,0,0,0
298.7,308.6,1297,55.3,148,7510.93018817799,9.900000000000034,8184.4,0,0,0,0.6166666666666667,0,1,0
298.8,308.6,1449,49.4,150,7495.902903318319,9.800000000000011,7410.0,0,0,0,0.625,0,0,0
298.8,308.6,1268,55.8,155,7409.383441638455,9.800000000000011,8649.0,0,0,0,0.6458333333333334,0,1,0
298.8,308.6,1511,36.1,157,5712.158954487593,9.800000000000011,5667.7,0,0,0,0.6541666666666667,0,1,0
298.7,308.5,1544,35.2,159,5691.393027047366,9.800000000000011,5596.8,0,0,0,0.6625,0,1,0
298.6,308.4,1778,28.2,161,5250.606633797693,9.799999999999955,4540.2,0,0,0,0.6708333333333333,0,2,0
298.6,308.4,1407,50.5,164,7440.705120394745,9.799999999999955,8282.0,0,0,0,0.6833333333333333,0,0,0
298.6,308.4,1391,42.4,169,6176.203605349342,9.799999999999955,7165.599999999999,0,0,0,0.7041666666666667,0,2,0
298.5,308.4,1513,33.6,172,5323.61724706712,9.899999999999977,5779.2,0,0,0,0.7166666666666667,0,1,0
298.5,308.4,1612,36.1,174,6093.977653629385,9.899999999999977,6281.400000000001,0,0,0,0.725,0,0,0
298.4,308.4,1515,40.1,179,6361.882203152011,10.0,7177.900000000001,0,0,0,0.7458333333333333,0,1,0
298.3,308.3,1379,48.0,181,6931.61003088052,10.0,8688.0,0,0,0,0.7541666666666667,0,2,0
298.4,308.3,1473,39.9,184,6154.662751721228,9.900000000000034,7341.599999999999,0,0,0,0.7666666666666667,0,1,0
298.4,308.3,1422,42.7,186,6358.52069901267,9.900000000000034,7942.200000000001,0,0,0,0.775,0,1,0
298.4,308.2,1463,37.6,188,5760.508065426342,9.800000000000011,7068.8,0,0,0,0.7833333333333333,0,2,0
298.4,308.2,1584,41.0,191,6800.919776491184,9.800000000000011,7831.0,0,0,0,0.7958333333333333,0,2,0
298.4,308.2,1850,27.0,194,5230.751768227006,9.800000000000011,5238.0,0,0,0,0.8083333333333333,0,1,0
298.4,308.2,1528,36.2,196,5792.426646786813,9.800000000000011,7095.200000000001,0,0,0,0.8166666666666667,0,1,0
298.4,308.2,1987,19.8,198,4119.9474377707265,9.800000000000011,3920.4,0,0,0,0.825,0,0,0
298.4,308.1,1495,46.0,203,7201.577559579002,9.700000000000045,9338.0,0,0,0,0.8458333333333333,0,2,0
298.4,308.2,1478,43.5,206,6732.747215908285,9.800000000000011,8961.0,0,0,0,0.8583333333333333,0,0,0
298.4,308.2,1499,40.0,211,6278.996516974799,9.800000000000011,8440.0,0,0,0,0.8791666666666667,0,2,0
298.4,308.2,1471,47.0,214,7240.009709707918,9.800000000000011,10058.0,0,0,0,0.8916666666666667,0,1,0
298.4,308.2,1282,60.7,216,8149.019072048613,9.800000000000011,13111.2,0,0,1,0.9,1,1,1
298.3,308.1,1412,52.3,218,7733.302588174587,9.800000000000011,11401.4,0,0,1,0.9083333333333333,1,1,1
298.3,308.1,1586,35.5,0,5896.036372502204,9.800000000000011,0.0,0,0,0,0.0,0,1,0
298.4,308.2,1468,43.8,2,6733.312702585932,9.800000000000011,87.6,0,0,0,0.008333333333333333,0,2,0
298.5,308.3,1440,43.6,5,6574.725105432719,9.800000000000011,218.0,0,0,0,0.020833333333333332,0,2,0
298.5,308.4,1733,26.0,8,4718.4627261816295,9.899999999999977,208.0,0,0,0,0.03333333333333333,0,1,0
298.4,308.2,1612,32.6,10,5503.148795244264,9.800000000000011,326.0,0,0,0,0.041666666666666664,0,0,0
298.4,308.3,1458,42.9,15,6550.032187175502,9.900000000000034,643.5,0,0,0,0.0625,0,0,0
298.4,308.3,1433,62.3,20,9348.950386087232,9.900000000000034,1246.0,0,1,0,0.08333333333333333,1,1,1
298.4,308.3,1318,59.1,22,8157.019661339754,9.900000000000034,1300.2,0,0,0,0.09166666666666666,0,1,0
298.4,308.2,1610,35.0,24,5900.958200992827,9.800000000000011,840.0,0,0,0,0.1,0,2,0
298.2,308.1,1462,50.8,27,7777.494324835084,9.900000000000034,1371.6,0,0,0,0.1125,0,1,0
298.1,308.0,1924,20.8,29,4190.800824084688,9.899999999999977,603.2,0,0,0,0.12083333333333333,0,2,0
298.2,308.0,1591,33.7,32,5614.727694324262,9.800000000000011,1078.4,0,0,0,0.13333333333333333,0,2,0
298.2,308.1,1306,58.3,35,7973.341210859871,9.900000000000034,2040.5,0,0,0,0.14583333333333334,0,1,0
298.2,308.1,1382,43.5,37,6295.437518528586,9.900000000000034,1609.5,0,0,0,0.15416666666666667,0,1,0
298.2,308.1,1618,34.7,39,5879.4487632912505,9.900000000000034,1353.3000000000002,0,0,0,0.1625,0,1,0
298.2,308.2,1988,21.4,41,4455.1134860067095,10.0,877.4,0,0,0,0.17083333333333334,0,1,0
298.2,308.2,1436,50.2,43,7548.953931261938,10.0,2158.6,0,0,0,0.17916666666666667,0,1,0
298.2,308.3,1304,49.8,45,6800.41712166661,10.100000000000023,2241.0,0,0,0,0.1875,0,1,0
298.2,308.3,1475,49.9,47,7707.635776194758,10.100000000000023,2345.2999999999997,0,0,0,0.19583333333333333,0,1,0
298.2,308.3,1824,24.2,49,4622.413766785878,10.100000000000023,1185.8,0,0,0,0.20416666666666666,0,0,0
298.1,308.2,1342,48.1,54,6759.681136925063,10.099999999999966,2597.4,0,0,0,0.225,0,2,0
298.1,308.2,1485,40.7,57,6329.209639554678,10.099999999999966,2319.9,0,0,0,0.2375,0,1,0
298.2,308.2,1667,30.6,59,5341.775652604869,10.0,1805.4,0,0,0,0.24583333333333332,0,1,0
298.2,308.2,1446,38.2,61,5784.426057495672,10.0,2330.2000000000003,0,0,0,0.25416666666666665,0,1,0
298.1,308.3,1301,56.0,63,7629.462478997933,10.199999999999989,3528.0,0,0,0,0.2625,0,1,0
298.2,308.4,1379,43.1,65,6224.008173561467,10.199999999999989,2801.5,0,0,0,0.2708333333333333,0,1,0
298.3,308.5,1606,33.6,67,5650.845537865033,10.199999999999989,2251.2000000000003,0,0,0,0.2791666666666667,0,1,0
298.3,308.4,1539,43.4,69,6994.504715805388,10.099999999999966,2994.6,0,0,0,0.2875,0,2,0
298.2,308.4,1477,49.9,72,7718.086807755699,10.199999999999989,3592.7999999999997,0,0,0,0.3,0,1,0
298.2,308.4,1666,34.6,74,6036.423676215621,10.199999999999989,2560.4,0,0,0,0.30833333333333335,0,1,0
298.2,308.4,1398,51.8,76,7583.42767464733,10.199999999999989,3936.7999999999997,0,0,0,0.31666666666666665,0,0,0
298.2,308.4,1678,34.6,81,6079.903318541303,10.199999999999989,2802.6,0,0,0,0.3375,0,0,0
298.2,308.5,2678,10.7,86,3000.702695051803,10.300000000000011,920.1999999999999,0,1,0,0.35833333333333334,1,2,1
298.3,308.5,1453,42.9,89,6527.569799702335,10.199999999999989,3818.1,0,0,0,0.37083333333333335,0,1,0
298.3,308.6,1432,49.5,91,7422.955121901963,10.300000000000011,4504.5,0,0,0,0.37916666666666665,0,0,0
298.4,308.6,1527,40.9,96,6540.199002169767,10.200000000000045,3926.3999999999996,0,0,0,0.4,0,2,0
298.4,308.7,1588,35.0,99,5820.32398955069,10.300000000000011,3465.0,0,0,0,0.4125,0,1,0
298.4,308.6,1433,47.1,101,7067.986567972852,10.200000000000045,4757.1,0,0,0,0.42083333333333334,0,1,0
298.4,308.6,1609,35.0,103,5897.293009563639,10.200000000000045,3605.0,0,0,0,0.42916666666666664,0,1,0
298.3,308.5,1575,41.2,105,6795.264909714723,10.199999999999989,4326.0,0,0,0,0.4375,0,1,0
298.4,308.5,1636,35.7,107,6116.178241714753,10.100000000000023,3819.9,0,0,0,0.44583333333333336,0,2,0
298.4,308.5,1490,37.9,110,5913.6292913623065,10.100000000000023,4169.0,0,0,0,0.4583333333333333,0,1,0
298.4,308.5,1741,32.8,112,5980.000672157147,10.100000000000023,3673.5999999999995,0,0,0,0.4666666666666667,0,1,0
298.5,308.6,1344,53.0,114,7459.397596683605,10.100000000000023,6042.0,0,0,0,0.475,0,2,0
298.5,308.7,1609,35.3,117,5947.841235359898,10.199999999999989,4130.099999999999,0,0,0,0.4875,0,1,0
298.4,308.7,1421,60.7,119,9032.571061919718,10.300000000000011,7223.3,0,1,0,0.49583333333333335,1,2,1
298.4,308.6,1591,36.7,122,6114.555085510398,10.200000000000045,4477.400000000001,0,0,0,0.5083333333333333,0,1,0
298.4,308.6,1477,44.0,124,6805.527445716449,10.200000000000045,5456.0,0,0,0,0.5166666666666667,0,1,0
298.4,308.7,1523,36.1,126,5757.523552405431,10.300000000000011,4548.6,0,0,0,0.525,0,1,0
298.5,308.7,1575,33.9,128,5591.249525226434,10.199999999999989,4339.2,0,0,0,0.5333333333333333,0,1,0
298.4,308.7,1344,52.9,130,7445.323261595522,10.300000000000011,6877.0,0,0,0,0.5416666666666666,0,0,0
298.4,308.7,1386,44.9,135,6516.856968753595,10.300000000000011,6061.5,0,0,0,0.5625,0,1,0
298.3,308.6,1589,37.1,137,6173.428531838672,10.300000000000011,5082.7,0,0,0,0.5708333333333333,0,2,0
298.3,308.6,1548,40.3,140,6532.879091286903,10.300000000000011,5642.0,0,0,0,0.5833333333333334,0,1,0
298.3,308.6,1499,38.3,142,6012.13916500337,10.300000000000011,5438.599999999999,0,0,0,0.5916666666666667,0,1,0
298.3,308.5,1664,31.6,144,5506.416051603998,10.199999999999989,4550.400000000001,0,0,0,0.6,0,1,0
298.3,308.6,1447,38.1,146,5773.2734035754265,10.300000000000011,5562.6,0,0,0,0.6083333333333333,0,1,0
298.3,308.5,1434,46.2,148,6937.767552481556,10.199999999999989,6837.6,0,0,0,0.6166666666666667,0,2,0
298.3,308.5,1416,52.7,151,7814.523230245396,10.199999999999989,7957.700000000001,0,0,0,0.6291666666666667,0,1,0
298.4,308.5,1827,24.3,153,4649.148720267927,10.100000000000023,3717.9,0,0,0,0.6375,0,0,0
298.4,308.6,1304,45.0,158,6144.955230421636,10.200000000000045,7110.0,0,0,0,0.6583333333333333,0,1,0
298.4,308.6,1569,34.4,160,5652.102174926468,10.200000000000045,5504.0,0,0,0,0.6666666666666666,0,1,0
298.3,308.6,1584,29.3,162,4860.169498809553,10.300000000000011,4746.6,0,0,0,0.675,0,1,0
298.3,308.5,1362,53.8,164,7673.40288824614,10.199999999999989,8823.199999999999,0,0,0,0.6833333333333333,0,1,0
298.3,308.4,1329,49.2,166,6847.28968405817,10.099999999999966,8167.200000000001,0,0,0,0.6916666666666667,0,1,0
298.3,308.5,1539,36.1,168,5818.009682962546,10.199999999999989,6064.8,0,0,0,0.7,0,1,0
298.3,308.5,1629,37.1,170,6328.832648436246,10.199999999999989,6307.0,0,0,0,0.7083333333333334,0,2,0
298.3,308.5,1538,32.2,173,5186.099264643983,10.199999999999989,5570.6,0,0,0,0.7208333333333333,0,1,0
298.3,308.6,1570,34.8,175,5721.468540717731,10.300000000000011,6089.999999999999,0,0,0,0.7291666666666666,0,1,0
298.3,308.4,1408,43.1,177,6354.897395485528,10.099999999999966,7628.7,0,0,0,0.7375,0,1,0
298.2,308.4,1424,47.6,179,7098.156329422827,10.199999999999989,8520.4,0,0,0,0.7458333333333333,0,1,0
298.2,308.4,1512,34.9,181,5525.935813958303,10.199999999999989,6316.9,0,0,0,0.7541666666666667,0,1,0
298.2,308.4,1478,42.9,183,6639.881737068171,10.199999999999989,7850.7,0,0,0,0.7625,0,1,0
298.1,308.3,1680,33.7,185,5928.8136558546585,10.199999999999989,6234.500000000001,0,0,0,0.7708333333333334,0,2,0
298.1,308.3,1495,38.7,188,6058.718512080595,10.199999999999989,7275.6,0,0,0,0.7833333333333333,0,1,0
298.0,308.1,1552,36.6,190,5948.417194013057,10.100000000000023,6954.0,0,0,0,0.7916666666666666,0,2,0
297.9,308.1,1393,50.3,193,7337.493329748809,10.200000000000045,9707.9,0,0,0,0.8041666666666667,0,1,0
